Split,Dialogue ID,Utterance ID,Frame Number,X Left,Y Top,X Right,Y Bottom
train,0,1,18,318,77,579,339
train,0,1,19,316,78,577,339
train,0,1,20,318,78,576,337
train,0,1,21,318,78,576,335
train,0,1,22,319,78,575,333
train,0,1,23,319,77,576,334
train,0,1,24,317,77,576,336
train,0,1,25,316,76,577,337
train,0,1,26,315,76,576,337
train,0,1,27,312,76,574,338
train,0,1,28,312,78,571,337
train,0,1,29,311,78,571,338
train,0,1,30,311,79,571,339
train,0,1,31,312,78,572,338
train,0,1,32,314,79,573,338
train,0,1,33,317,81,572,336
train,0,1,34,319,82,572,335
train,0,1,35,320,81,574,335
train,0,1,36,321,81,575,335
train,0,2,0,575,97,894,416
train,0,2,1,575,97,894,416
train,0,2,2,574,94,898,418
train,0,2,3,573,86,902,414
train,0,2,4,574,78,902,406
train,0,2,5,575,72,900,397
train,0,2,6,576,72,892,388
train,0,2,7,570,68,886,383
train,0,2,8,565,66,877,378
train,0,2,9,559,62,869,372
train,0,2,10,548,54,862,369
train,0,2,11,542,57,845,361
train,0,2,12,533,54,832,353
train,0,2,13,525,59,815,350
train,0,2,14,513,64,800,351
train,0,2,15,500,61,795,355
train,0,2,16,491,65,783,356
train,0,2,17,484,69,776,361
train,0,2,18,482,74,771,363
train,0,2,19,479,74,772,368
train,0,2,20,477,72,780,374
train,0,2,21,480,69,788,377
train,0,2,22,484,65,799,380
train,0,2,23,493,67,806,380
train,0,2,24,501,65,819,383
train,0,2,25,513,69,832,388
train,0,2,26,521,76,847,402
train,0,2,27,524,78,862,416
train,0,2,28,529,78,869,417
train,0,2,29,535,75,869,409
train,0,2,30,539,74,868,404
train,0,2,31,541,73,869,401
train,0,2,32,545,74,869,397
train,0,2,33,547,76,868,397
train,0,2,34,548,76,869,397
train,0,2,35,549,77,869,398
train,0,2,36,548,76,870,398
train,0,2,37,548,76,869,397
train,0,2,38,547,74,866,393
train,0,2,39,548,75,862,389
train,0,2,40,547,75,858,386
train,0,2,41,546,76,856,386
train,0,2,42,544,74,855,385
train,0,2,43,543,73,854,384
train,0,2,44,542,72,854,384
train,0,2,45,542,73,854,384
train,0,2,46,543,73,854,384
train,0,3,0,307,99,609,402
train,0,3,1,307,99,609,402
train,0,3,2,308,99,609,401
train,0,3,3,308,99,609,400
train,0,3,4,307,98,610,401
train,0,3,5,307,98,611,401
train,0,3,6,307,97,611,401
train,0,3,7,308,98,611,401
train,0,3,8,308,98,611,400
train,0,3,9,309,98,610,399
train,0,3,10,309,98,610,399
train,0,3,11,309,98,609,398
train,0,3,12,308,97,610,399
train,0,3,13,308,97,610,399
train,0,3,14,308,98,610,400
train,0,3,15,309,98,610,400
train,0,3,16,309,98,610,400
train,0,3,17,310,99,611,399
train,0,3,18,309,96,612,399
train,0,3,19,311,90,617,396
train,0,3,20,316,84,620,389
train,0,3,21,322,80,625,383
train,0,3,22,329,74,631,376
train,0,3,23,336,70,637,371
train,0,3,24,342,68,641,367
train,0,3,25,347,67,645,365
train,0,3,26,347,65,647,365
train,0,3,27,348,63,649,364
train,0,3,28,350,61,647,358
train,0,3,29,352,61,646,355
train,0,3,30,349,58,646,356
train,0,3,31,346,60,646,360
train,0,3,32,347,60,644,357
train,0,3,33,347,60,640,353
train,0,3,34,345,59,638,352
train,0,3,35,344,62,634,352
train,0,3,36,338,60,633,356
train,0,3,37,331,64,628,361
train,0,3,38,323,69,623,368
train,0,3,39,316,75,617,376
train,0,3,40,309,86,606,383
train,0,3,41,299,90,602,392
train,0,3,42,290,91,598,399
train,0,3,43,287,96,594,403
train,0,3,44,284,97,591,404
train,0,3,45,284,99,589,404
train,0,3,46,285,102,587,404
train,0,3,47,284,102,586,405
train,0,3,48,282,102,588,408
train,0,3,49,284,103,587,407
train,0,3,50,286,107,587,407
train,0,3,51,286,106,588,408
train,0,4,0,562,83,876,397
train,0,4,1,562,83,876,397
train,0,4,2,558,85,882,409
train,0,4,3,557,89,884,416
train,0,4,4,561,95,881,415
train,0,4,5,564,97,880,413
train,0,4,6,565,96,880,412
train,0,4,7,565,95,881,411
train,0,4,8,564,94,883,413
train,0,4,9,564,95,883,414
train,0,4,10,564,95,883,414
train,0,4,11,566,96,882,412
train,0,4,12,566,96,882,412
train,0,4,13,566,96,881,411
train,0,4,14,567,96,881,410
train,0,4,15,566,96,880,410
train,0,4,16,566,97,879,409
train,0,4,17,566,97,879,409
train,0,4,18,566,96,879,409
train,0,4,19,566,96,879,409
train,0,4,20,566,95,879,409
train,0,4,21,566,95,879,408
train,0,4,22,565,95,880,409
train,0,4,23,566,95,880,408
train,0,4,24,567,95,880,408
train,0,4,25,569,97,880,408
train,0,4,26,569,98,881,410
train,0,4,27,569,99,882,411
train,0,4,28,576,70,889,384
train,0,4,29,576,70,889,384
train,0,4,30,576,71,889,384
train,0,4,31,576,71,890,384
train,0,4,32,576,71,889,384
train,0,4,33,576,71,890,385
train,0,4,34,577,73,889,386
train,0,4,35,573,73,894,393
train,0,4,36,572,74,894,396
train,0,4,37,571,73,894,395
train,0,4,38,568,73,891,395
train,0,4,39,562,70,886,395
train,0,4,40,557,68,886,397
train,0,4,41,555,66,884,395
train,0,4,42,554,62,875,383
train,0,4,43,555,63,868,375
train,0,4,44,555,63,864,372
train,0,4,45,556,66,861,372
train,0,4,46,554,66,859,371
train,0,4,47,551,62,855,366
train,0,4,48,548,60,848,360
train,0,4,49,541,57,843,359
train,0,4,50,537,58,837,358
train,0,4,51,532,59,833,359
train,0,5,5,298,62,631,395
train,0,5,6,298,62,631,395
train,0,5,7,299,59,629,389
train,0,5,8,299,56,631,389
train,0,5,9,301,54,634,387
train,0,5,10,306,53,635,382
train,0,5,11,314,54,639,379
train,0,5,12,317,53,643,379
train,0,5,13,320,50,648,378
train,0,5,14,324,51,651,378
train,0,5,15,329,53,654,378
train,0,5,16,332,54,656,378
train,0,5,17,333,53,657,377
train,0,5,18,334,55,657,378
train,0,5,19,334,56,658,379
train,0,5,20,333,57,659,383
train,0,5,21,333,58,660,385
train,0,5,22,332,61,659,388
train,0,5,23,330,61,661,393
train,0,5,24,328,65,660,396
train,0,5,25,327,67,659,399
train,0,5,26,327,69,659,402
train,0,5,27,326,69,659,403
train,0,5,28,327,72,657,402
train,0,5,29,328,73,654,399
train,0,5,30,327,74,652,399
train,0,5,31,324,75,650,400
train,0,5,32,325,78,647,400
train,0,5,33,324,78,646,400
train,0,5,34,322,76,647,400
train,0,5,35,323,77,645,400
train,0,5,36,323,77,645,399
train,0,5,37,323,77,646,400
train,0,5,38,322,77,645,400
train,0,5,39,323,77,646,401
train,0,5,40,322,77,646,401
train,0,5,41,323,77,646,401
train,0,5,42,320,74,650,404
train,0,5,43,320,75,650,404
train,0,5,44,319,74,651,406
train,0,5,45,318,74,652,407
train,0,5,46,317,74,651,407
train,0,5,47,316,72,651,407
train,0,5,48,316,73,651,407
train,0,5,49,314,73,649,408
train,0,5,50,314,74,647,407
train,0,5,51,307,73,645,410
train,0,5,52,306,75,642,410
train,0,5,53,306,75,640,409
train,0,5,54,307,76,637,406
train,0,5,55,305,75,636,406
train,0,5,56,302,75,637,410
train,0,5,57,297,73,634,410
train,0,5,58,291,71,632,411
train,0,5,59,293,71,634,411
train,0,5,60,297,72,635,410
train,0,5,61,298,71,633,406
train,0,5,62,298,70,633,405
train,0,5,63,299,71,633,405
train,0,5,64,300,74,634,408
train,0,5,65,299,74,635,410
train,0,5,66,299,73,636,411
train,0,5,67,300,76,635,411
train,0,5,68,298,76,637,415
train,0,5,69,296,78,635,417
train,0,5,70,297,80,634,417
train,0,5,71,296,80,634,418
train,0,5,72,297,81,634,418
train,0,5,73,296,83,634,420
train,0,5,74,298,85,634,421
train,0,5,75,298,86,633,421
train,0,5,76,297,87,632,422
train,0,5,77,298,89,631,421
train,0,5,78,298,89,631,421
train,0,6,0,553,77,863,387
train,0,6,1,553,77,863,387
train,0,6,2,553,74,863,384
train,0,6,3,552,72,863,382
train,0,6,4,551,72,864,384
train,0,6,5,552,73,864,385
train,0,6,6,550,74,864,387
train,0,6,7,551,75,863,387
train,0,6,8,550,74,863,387
train,0,6,9,551,74,862,384
train,0,6,10,551,72,862,382
train,0,6,11,553,73,860,380
train,0,6,14,552,78,859,385
train,0,6,15,551,78,861,388
train,0,7,0,296,84,636,424
train,0,7,1,296,84,636,424
train,0,7,2,296,84,636,424
train,0,7,3,296,84,635,423
train,0,7,4,297,84,634,421
train,0,7,5,298,85,634,421
train,0,7,6,298,84,635,421
train,0,7,7,299,83,638,422
train,0,7,8,298,80,641,423
train,0,7,9,302,82,642,422
train,0,7,10,304,81,644,421
train,0,7,11,307,81,648,422
train,0,7,12,310,81,651,423
train,0,7,13,313,82,652,420
train,0,7,14,313,81,652,419
train,0,7,15,313,80,652,419
train,0,7,16,314,80,650,416
train,0,7,17,311,81,645,415
train,0,7,18,308,82,643,417
train,0,7,19,303,80,643,421
train,0,7,20,301,83,639,420
train,0,7,21,298,82,637,421
train,0,7,22,296,82,635,420
train,0,7,23,296,81,634,418
train,0,7,24,298,81,631,414
train,0,7,25,298,81,633,415
train,0,7,26,298,79,634,415
train,0,7,27,302,79,637,413
train,0,7,28,307,74,641,408
train,0,7,29,312,63,647,398
train,0,7,30,319,60,647,388
train,0,7,31,319,57,649,387
train,0,7,32,319,56,650,387
train,0,7,33,318,55,648,386
train,0,7,34,318,57,645,384
train,0,7,35,314,55,645,387
train,0,7,36,310,54,646,389
train,0,7,37,309,54,644,390
train,0,7,38,309,54,644,389
train,0,7,39,308,55,644,391
train,0,7,40,309,56,644,391
train,0,7,41,307,56,645,393
train,0,7,42,307,56,645,393
train,0,7,43,309,57,645,392
train,0,7,44,311,57,645,391
train,0,7,45,312,56,648,392
train,0,7,46,314,56,649,392
train,0,7,47,315,57,649,391
train,0,7,48,316,58,650,392
train,0,7,49,318,59,649,390
train,0,7,50,319,59,649,389
train,0,7,51,320,60,649,389
train,0,7,52,320,60,650,389
train,0,7,53,320,60,649,389
train,0,7,54,319,60,650,391
train,0,7,55,319,61,649,391
train,0,7,56,320,61,648,389
train,0,7,57,320,61,648,390
train,0,7,58,318,64,647,393
train,0,7,59,313,66,647,399
train,0,7,60,309,68,647,406
train,0,7,61,307,70,648,410
train,0,7,62,307,70,648,411
train,0,7,63,308,71,648,411
train,0,7,64,309,72,648,411
train,0,7,65,309,71,649,411
train,0,7,66,309,71,648,410
train,0,7,67,308,70,648,410
train,0,7,68,308,73,646,411
train,0,7,69,309,72,645,408
train,0,7,70,311,74,642,406
train,0,7,71,311,77,639,405
train,0,7,72,307,75,639,407
train,0,7,73,306,76,638,407
train,0,7,74,304,75,635,406
train,0,7,75,303,74,636,407
train,0,7,76,303,75,636,408
train,0,7,79,304,75,639,411
train,0,7,80,303,75,639,411
train,0,7,81,304,76,639,411
train,0,7,82,302,74,639,411
train,0,7,83,302,73,639,410
train,0,7,84,300,73,641,413
train,0,7,85,299,75,642,417
train,0,7,86,300,77,642,419
train,0,7,87,299,79,642,421
train,0,7,88,299,79,642,422
train,0,7,89,299,79,642,422
train,0,7,90,299,78,642,420
train,0,7,91,299,77,642,419
train,0,7,92,298,74,642,418
train,0,7,93,298,72,644,418
train,0,7,94,299,73,643,416
train,0,7,95,301,73,641,413
train,0,7,96,304,74,639,409
train,0,7,97,305,74,638,407
train,0,8,0,643,75,918,350
train,0,8,1,643,75,918,350
train,0,8,2,643,74,918,350
train,0,8,3,644,73,917,346
train,0,8,4,646,75,915,344
train,0,8,5,646,75,914,343
train,0,8,6,645,75,914,344
train,0,8,7,643,76,915,347
train,0,8,8,643,77,914,348
train,0,8,9,642,77,914,349
train,0,8,10,642,76,914,348
train,0,8,11,643,75,914,346
train,0,8,12,643,75,914,345
train,0,8,13,644,75,914,345
train,0,8,14,644,75,913,344
train,0,8,15,645,75,913,343
train,0,8,16,646,77,912,343
train,0,8,17,646,77,912,343
train,0,8,18,646,77,912,343
train,0,8,19,646,77,911,343
train,0,8,20,646,77,912,343
train,0,8,21,645,76,912,342
train,0,9,0,311,99,579,367
train,0,9,1,311,99,579,367
train,0,9,2,311,99,579,367
train,0,9,3,315,97,583,366
train,0,9,4,318,93,588,364
train,0,9,5,321,91,591,361
train,0,9,6,325,90,592,357
train,0,9,7,328,91,593,357
train,0,9,8,329,89,594,354
train,0,9,10,329,87,596,354
train,0,9,11,330,87,596,353
train,0,9,12,329,85,597,353
train,0,9,13,330,86,596,352
train,0,9,14,331,86,595,350
train,0,9,15,331,86,595,350
train,0,9,16,332,85,595,348
train,0,9,17,333,82,596,345
train,0,9,18,339,84,596,340
train,0,9,19,342,81,600,339
train,0,9,20,344,78,602,336
train,0,9,21,345,77,603,335
train,0,9,22,346,77,605,336
train,0,9,23,347,76,607,336
train,0,9,24,348,74,608,335
train,0,9,25,349,74,608,334
train,0,9,26,349,73,609,333
train,0,9,27,348,73,609,334
train,0,9,28,347,73,609,335
train,0,10,0,636,54,905,323
train,0,10,1,636,54,905,323
train,0,10,2,636,54,905,323
train,0,10,3,640,50,898,308
train,0,10,4,641,48,896,303
train,0,10,5,635,46,898,309
train,0,10,6,633,47,900,313
train,0,10,7,640,49,900,309
train,0,10,8,642,48,904,309
train,0,10,9,641,47,909,316
train,0,10,10,642,50,911,320
train,0,10,11,642,52,912,322
train,0,10,12,643,51,913,321
train,0,10,13,644,50,913,318
train,0,10,14,645,51,914,320
train,0,10,15,645,51,915,321
train,0,10,16,646,50,915,319
train,0,10,17,647,52,915,320
train,0,10,18,646,53,915,323
train,0,10,19,647,55,915,322
train,0,10,20,648,54,914,321
train,0,10,21,647,53,915,321
train,0,10,22,647,54,915,321
train,0,10,23,647,53,915,322
train,0,10,24,646,53,916,323
train,0,10,25,647,53,916,322
train,0,10,26,646,53,916,323
train,0,10,27,646,53,916,323
train,0,10,28,646,53,916,322
train,0,11,22,980,195,1068,283
train,0,11,23,980,196,1068,283
train,0,11,24,980,196,1067,283
train,0,11,25,981,195,1067,281
train,0,11,26,982,195,1067,280
train,0,11,27,983,196,1067,280
train,0,11,28,983,196,1067,280
train,0,11,29,982,196,1067,281
train,0,11,30,982,196,1068,282
train,0,11,31,982,196,1067,282
train,0,11,32,982,196,1067,282
train,0,11,33,983,197,1068,282
train,0,11,34,983,196,1068,282
train,0,11,35,982,198,1068,284
train,0,11,36,981,200,1067,286
train,0,11,37,981,203,1066,289
train,0,11,38,979,204,1065,291
train,0,11,39,977,205,1064,291
train,0,11,40,978,204,1064,290
train,0,11,41,977,204,1064,291
train,0,11,42,977,205,1063,290
train,0,11,43,976,204,1062,291
train,0,11,44,974,203,1062,292
train,0,11,45,973,204,1061,292
train,0,11,46,973,204,1061,292
train,0,11,47,972,204,1060,292
train,0,11,48,972,204,1059,291
train,0,11,49,972,205,1059,292
train,0,11,50,971,205,1058,292
train,0,11,51,971,206,1057,292
train,0,11,52,970,206,1056,292
train,0,11,53,970,207,1055,292
train,0,11,54,970,207,1054,292
train,0,11,55,969,208,1054,293
train,0,11,56,968,207,1054,293
train,0,11,57,968,209,1053,293
train,0,11,58,968,209,1053,294
train,0,11,59,969,210,1053,294
train,0,11,60,970,209,1054,293
train,0,11,61,971,207,1056,292
train,0,11,62,976,206,1061,291
train,0,11,63,980,205,1064,290
train,0,11,64,986,206,1071,290
train,0,11,65,993,207,1076,290
train,0,11,66,998,206,1083,291
train,0,11,67,1003,209,1087,292
train,0,11,68,1008,211,1091,294
train,0,11,69,1013,213,1097,297
train,0,11,70,1014,219,1100,305
train,0,11,71,1013,230,1096,313
train,0,11,72,1007,241,1088,323
train,0,11,73,997,249,1080,332
train,0,11,74,986,258,1069,340
train,0,11,75,977,267,1056,346
train,0,11,76,963,273,1042,352
train,0,11,77,948,279,1028,359
train,0,11,78,935,287,1012,363
train,0,11,79,916,291,994,370
train,0,11,80,896,291,979,374
train,0,11,81,878,289,963,374
train,0,11,82,860,283,950,373
train,0,11,83,843,280,940,377
train,0,11,84,837,280,930,374
train,0,11,85,831,276,924,369
train,0,11,86,826,268,921,363
train,0,11,87,823,257,918,353
train,0,11,88,822,245,921,343
train,0,11,89,825,236,924,335
train,0,11,90,828,222,928,322
train,0,11,91,830,204,933,307
train,0,11,92,836,189,938,291
train,0,11,93,840,174,944,278
train,0,11,94,846,162,948,264
train,0,11,95,851,148,951,248
train,0,11,96,854,133,957,236
train,0,11,97,858,123,962,227
train,0,11,98,863,116,965,218
train,0,11,99,867,112,969,214
train,0,11,100,871,107,973,210
train,0,11,101,874,106,977,210
train,0,11,102,877,107,979,209
train,0,11,103,880,108,980,208
train,0,11,104,881,109,981,209
train,0,11,105,881,110,981,210
train,0,11,106,880,112,980,212
train,0,11,107,879,112,980,213
train,0,11,108,877,113,978,214
train,0,11,109,876,114,977,215
train,0,11,110,874,115,975,216
train,0,11,111,872,117,972,216
train,0,11,112,871,118,971,218
train,0,11,113,871,120,971,220
train,0,11,114,872,123,971,222
train,0,11,115,874,126,970,223
train,0,11,116,875,129,971,225
train,0,11,117,877,131,973,227
train,0,11,118,877,131,976,230
train,0,11,119,879,133,977,231
train,0,11,120,881,133,979,231
train,0,11,121,882,133,981,231
train,0,11,122,884,132,982,230
train,0,11,123,885,131,983,229
train,0,11,124,887,129,984,226
train,0,11,125,889,129,984,224
train,0,11,126,888,125,986,223
train,0,11,127,885,121,986,222
train,0,11,128,882,118,984,220
train,0,11,129,881,118,980,217
train,0,11,130,878,116,977,215
train,0,11,131,875,114,974,213
train,0,11,132,872,112,971,211
train,0,11,133,869,110,969,209
train,0,11,134,867,109,967,209
train,0,11,135,864,109,964,209
train,0,11,136,861,108,962,209
train,0,11,137,858,109,960,212
train,0,11,138,854,110,958,214
train,0,11,139,850,109,956,215
train,0,11,140,849,107,953,212
train,0,11,141,847,106,950,209
train,0,11,142,845,104,950,208
train,0,11,143,843,103,948,208
train,0,11,144,840,102,946,209
train,0,11,161,777,115,872,210
train,0,11,162,775,115,870,211
train,0,11,163,773,115,868,210
train,0,11,164,770,115,865,210
train,0,11,165,768,116,861,209
train,0,11,166,765,116,858,209
train,0,11,167,760,114,856,210
train,0,11,168,757,114,852,209
train,0,11,169,753,113,848,208
train,0,11,170,750,111,845,206
train,0,11,171,747,109,845,207
train,0,11,172,744,107,844,206
train,0,11,173,742,107,841,206
train,0,11,174,741,106,840,205
train,0,11,175,738,105,839,205
train,0,11,176,736,105,834,203
train,0,11,177,734,106,831,202
train,0,11,178,731,104,829,202
train,0,11,179,728,104,826,203
train,0,11,180,725,102,825,203
train,0,11,181,723,102,822,201
train,0,11,182,720,102,819,201
train,0,11,183,716,101,816,201
train,0,11,184,714,100,814,200
train,0,11,185,712,99,813,200
train,0,11,186,710,99,811,200
train,0,11,187,707,97,810,200
train,0,11,188,705,97,809,200
train,0,11,189,704,96,808,200
train,0,11,190,703,96,807,200
train,0,11,191,702,97,805,200
train,0,11,192,702,97,804,200
train,0,11,193,703,98,806,201
train,0,11,194,703,101,806,204
train,0,11,195,701,103,805,207
train,0,11,196,700,104,803,208
train,0,11,197,699,104,803,208
train,0,11,198,697,104,802,209
train,0,12,0,572,49,921,397
train,0,12,1,572,49,920,397
train,0,12,2,572,49,921,397
train,0,12,3,564,55,914,405
train,0,12,4,560,55,905,399
train,0,12,5,558,61,894,397
train,0,12,6,550,69,886,405
train,0,12,7,535,74,878,417
train,0,12,8,523,80,873,430
train,0,12,9,519,88,870,439
train,0,12,10,519,89,871,442
train,0,12,11,519,92,873,445
train,0,12,12,519,90,873,444
train,0,12,13,519,86,873,440
train,0,12,14,521,85,873,437
train,0,12,15,526,85,873,432
train,0,13,4,258,106,362,210
train,0,13,5,256,105,362,211
train,0,13,6,254,105,363,215
train,0,13,7,253,106,363,216
train,0,13,8,255,107,362,213
train,0,13,9,255,106,361,213
train,0,13,10,253,106,362,215
train,0,13,11,253,107,361,216
train,0,13,12,253,108,363,218
train,0,13,13,255,107,365,218
train,0,13,14,257,108,367,217
train,0,13,15,261,111,370,219
train,0,13,16,265,113,374,222
train,0,13,17,266,112,380,226
train,0,13,18,270,111,384,225
train,0,13,19,277,110,392,226
train,0,13,24,300,100,423,223
train,1,0,0,606,113,852,359
train,1,0,1,606,113,852,359
train,1,0,2,606,113,852,359
train,1,0,3,606,113,852,359
train,1,0,4,606,113,852,359
train,1,0,5,606,113,852,360
train,1,0,6,606,112,853,360
train,1,0,7,605,111,854,360
train,1,0,8,603,109,855,360
train,1,0,9,602,107,855,360
train,1,0,10,600,107,855,361
train,1,0,11,601,108,850,357
train,1,0,12,601,108,846,353
train,1,0,13,600,108,843,351
train,1,0,14,597,105,844,352
train,1,0,15,596,104,842,350
train,1,0,16,596,104,839,347
train,1,0,17,593,102,838,347
train,1,0,18,590,101,839,349
train,1,0,19,588,98,839,349
train,1,0,20,587,96,839,348
train,1,0,21,586,97,837,348
train,1,0,22,584,98,835,349
train,1,0,23,583,99,834,350
train,1,0,24,582,101,831,350
train,1,0,25,581,101,830,350
train,1,0,26,581,102,828,348
train,1,0,27,579,100,828,348
train,1,0,28,577,99,826,348
train,1,0,29,576,98,825,347
train,1,0,30,576,100,823,347
train,1,0,31,575,100,823,348
train,1,0,32,574,101,824,352
train,1,0,33,573,101,824,351
train,1,0,34,575,103,822,350
train,1,0,35,576,104,820,348
train,1,0,36,577,105,819,347
train,1,0,37,577,105,818,347
train,1,0,38,575,105,820,350
train,1,0,39,575,107,821,353
train,1,0,40,575,107,821,353
train,1,0,41,576,108,820,352
train,1,0,42,577,110,819,352
train,1,0,43,576,111,820,355
train,1,0,44,576,111,821,356
train,1,0,45,577,114,819,356
train,1,0,46,577,115,822,360
train,1,0,47,578,117,822,361
train,1,0,48,579,119,821,361
train,1,0,49,581,120,820,360
train,1,1,0,495,95,726,326
train,1,1,1,495,95,726,326
train,1,1,2,495,93,728,325
train,1,1,3,498,93,730,326
train,1,1,4,501,94,733,326
train,1,1,5,508,94,738,324
train,1,1,6,513,92,741,320
train,1,1,7,516,91,744,320
train,1,1,8,520,92,748,320
train,1,1,9,523,92,750,319
train,1,1,10,524,92,752,319
train,1,1,11,526,92,753,319
train,1,1,12,525,89,755,318
train,1,1,13,526,87,756,317
train,1,1,14,527,86,759,318
train,1,1,15,530,86,764,320
train,1,1,16,533,90,767,324
train,1,1,17,537,95,769,327
train,1,1,18,542,100,770,328
train,1,1,19,544,101,771,328
train,1,1,20,547,106,769,328
train,1,1,21,550,108,768,327
train,1,1,22,553,114,766,327
train,1,2,0,498,98,730,330
train,1,2,1,498,98,730,330
